status,is_udacity,is_canceled,join_date,account_key,cancel_date,days_to_cancel
canceled,False,True,2014-11-10 00:00:00,51,2015-03-10 00:00:00,120
canceled,False,True,2015-03-10 00:00:00,51,2015-06-17 00:00:00,99
canceled,False,True,2014-11-10 00:00:00,323,2015-04-17 00:00:00,158
current,False,False,2014-11-10 00:00:00,568,,
canceled,False,True,2014-11-10 00:00:00,130,2015-03-10 00:00:00,120
canceled,False,True,2015-03-10 00:00:00,130,2015-04-01 00:00:00,22
canceled,False,True,2015-04-01 00:00:00,130,2015-06-17 00:00:00,77
canceled,False,True,2014-11-10 00:00:00,550,2015-05-02 00:00:00,173
canceled,False,True,2015-05-28 00:00:00,550,2015-07-04 00:00:00,37
canceled,False,True,2014-11-10 00:00:00,44,2015-03-10 00:00:00,120
current,False,False,2015-03-10 00:00:00,44,,
canceled,False,True,2014-11-10 00:00:00,1020,2014-11-15 00:00:00,5
canceled,False,True,2014-11-10 00:00:00,838,2014-11-11 00:00:00,1
current,False,False,2014-11-10 00:00:00,198,,
current,False,False,2014-11-10 00:00:00,368,,
canceled,False,True,2014-11-11 00:00:00,440,2015-02-18 00:00:00,99
canceled,False,True,2014-11-11 00:00:00,675,2014-11-16 00:00:00,5
canceled,False,True,2014-11-11 00:00:00,57,2015-02-18 00:00:00,99
current,False,False,2015-05-06 00:00:00,57,,
canceled,False,True,2014-11-11 00:00:00,1090,2014-11-26 00:00:00,15
canceled,False,True,2014-11-12 00:00:00,541,2015-06-19 00:00:00,219
canceled,False,True,2014-11-12 00:00:00,756,2014-11-15 00:00:00,3
canceled,False,True,2014-11-15 00:00:00,756,2015-01-15 00:00:00,61
canceled,False,True,2014-11-12 00:00:00,1219,2014-11-12 00:00:00,0
canceled,False,True,2014-11-12 00:00:00,101,2015-04-20 00:00:00,159
canceled,False,True,2014-11-12 00:00:00,1021,2014-11-17 00:00:00,5
canceled,False,True,2014-11-12 00:00:00,1108,2014-11-16 00:00:00,4
canceled,False,True,2014-11-12 00:00:00,800,2014-11-14 00:00:00,2
canceled,False,True,2015-03-04 00:00:00,800,2015-05-11 00:00:00,68
canceled,False,True,2014-11-13 00:00:00,702,2014-11-15 00:00:00,2
canceled,False,True,2014-11-15 00:00:00,702,2015-01-14 00:00:00,60
canceled,False,True,2015-01-14 00:00:00,702,2015-03-10 00:00:00,55
current,False,False,2015-03-10 00:00:00,702,,
canceled,False,True,2014-11-13 00:00:00,871,2014-11-13 00:00:00,0
current,False,False,2014-11-14 00:00:00,38,,
current,False,False,2014-11-14 00:00:00,215,,
canceled,False,True,2014-11-14 00:00:00,744,2014-12-21 00:00:00,37
canceled,False,True,2014-11-14 00:00:00,217,2014-11-15 00:00:00,1
canceled,False,True,2014-11-15 00:00:00,217,2015-03-10 00:00:00,115
current,False,False,2015-03-10 00:00:00,217,,
canceled,False,True,2014-11-14 00:00:00,1221,2014-11-21 00:00:00,7
canceled,False,True,2014-11-14 00:00:00,1211,2014-11-15 00:00:00,1
canceled,False,True,2014-11-15 00:00:00,1211,2015-01-15 00:00:00,61
current,False,False,2015-03-06 00:00:00,1211,,
canceled,False,True,2014-11-14 00:00:00,1051,2014-11-16 00:00:00,2
canceled,False,True,2014-11-14 00:00:00,1286,2014-11-21 00:00:00,7
canceled,False,True,2014-11-14 00:00:00,53,2014-12-21 00:00:00,37
current,False,False,2015-05-11 00:00:00,53,,
canceled,False,True,2014-11-14 00:00:00,895,2014-11-19 00:00:00,5
canceled,False,True,2014-11-11 00:00:00,895,2014-11-11 00:00:00,0
current,False,False,2014-11-15 00:00:00,283,,
canceled,False,True,2014-11-13 00:00:00,283,2014-11-15 00:00:00,2
canceled,False,True,2014-11-15 00:00:00,338,2015-01-14 00:00:00,60
canceled,False,True,2015-01-14 00:00:00,338,2015-02-03 00:00:00,20
canceled,False,True,2015-02-03 00:00:00,338,2015-02-22 00:00:00,19
current,False,False,2015-05-11 00:00:00,338,,
current,False,False,2014-11-15 00:00:00,579,,
canceled,False,True,2014-11-16 00:00:00,903,2014-11-21 00:00:00,5
current,False,False,2014-11-16 00:00:00,627,,
canceled,False,True,2014-11-16 00:00:00,253,2015-01-14 00:00:00,59
current,False,False,2015-01-14 00:00:00,253,,
canceled,False,True,2014-11-16 00:00:00,861,2014-11-19 00:00:00,3
canceled,False,True,2014-11-17 00:00:00,178,2015-05-09 00:00:00,173
canceled,False,True,2014-11-17 00:00:00,822,2015-01-15 00:00:00,59
current,False,False,2015-07-18 00:00:00,822,,
current,False,False,2014-11-17 00:00:00,96,,
canceled,False,True,2014-11-10 00:00:00,123,2015-03-10 00:00:00,120
canceled,False,True,2015-03-10 00:00:00,123,2015-04-17 00:00:00,38
canceled,False,True,2014-11-10 00:00:00,943,2014-11-17 00:00:00,7
current,False,False,2014-11-10 00:00:00,620,,
canceled,False,True,2014-11-10 00:00:00,1204,2014-12-17 00:00:00,37
current,False,False,2014-11-10 00:00:00,195,,
canceled,False,True,2014-11-10 00:00:00,890,2014-11-11 00:00:00,1
current,False,False,2014-11-10 00:00:00,354,,
canceled,False,True,2014-11-10 00:00:00,837,2014-11-11 00:00:00,1
canceled,False,True,2014-11-10 00:00:00,114,2014-11-11 00:00:00,1
current,False,False,2015-05-08 00:00:00,114,,
canceled,False,True,2014-11-10 00:00:00,810,2014-11-13 00:00:00,3
canceled,False,True,2014-11-10 00:00:00,394,2015-04-17 00:00:00,158
canceled,False,True,2014-11-10 00:00:00,1253,2015-01-14 00:00:00,65
canceled,False,True,2015-01-14 00:00:00,1253,2015-01-20 00:00:00,6
canceled,False,True,2014-11-10 00:00:00,504,2015-06-17 00:00:00,219
current,False,False,2014-11-10 00:00:00,537,,
canceled,False,True,2014-11-10 00:00:00,72,2015-05-17 00:00:00,188
canceled,False,True,2014-11-10 00:00:00,268,2014-12-17 00:00:00,37
canceled,False,True,2015-04-03 00:00:00,268,2015-08-10 00:00:00,129
canceled,False,True,2014-11-10 00:00:00,339,2015-03-10 00:00:00,120
canceled,False,True,2015-04-01 00:00:00,339,2015-06-17 00:00:00,77
canceled,False,True,2015-03-10 00:00:00,339,2015-04-01 00:00:00,22
canceled,False,True,2014-11-10 00:00:00,1244,2015-01-14 00:00:00,65
current,False,False,2015-03-10 00:00:00,1244,,
canceled,False,True,2015-01-14 00:00:00,1244,2015-03-10 00:00:00,55
canceled,False,True,2015-03-17 00:00:00,1244,2015-04-27 00:00:00,41
canceled,False,True,2015-05-17 00:00:00,1244,2015-08-17 00:00:00,92
canceled,False,True,2014-11-10 00:00:00,752,2014-11-19 00:00:00,9
current,False,False,2014-11-10 00:00:00,194,,
canceled,False,True,2014-11-10 00:00:00,520,2015-03-17 00:00:00,127
current,False,False,2014-11-10 00:00:00,102,,
canceled,False,True,2014-11-11 00:00:00,367,2015-04-02 00:00:00,142
canceled,False,True,2014-11-10 00:00:00,258,2015-07-17 00:00:00,249
current,False,False,2014-11-10 00:00:00,522,,
canceled,False,True,2014-11-10 00:00:00,1047,2014-11-11 00:00:00,1
canceled,False,True,2014-11-10 00:00:00,329,2015-01-14 00:00:00,65
canceled,False,True,2015-03-10 00:00:00,329,2015-04-08 00:00:00,29
current,False,False,2015-04-08 00:00:00,329,,
canceled,False,True,2015-01-14 00:00:00,329,2015-02-03 00:00:00,20
canceled,False,True,2015-02-03 00:00:00,329,2015-03-10 00:00:00,35
current,False,False,2014-11-10 00:00:00,225,,
canceled,False,True,2014-11-10 00:00:00,612,2015-03-10 00:00:00,120
canceled,False,True,2015-03-10 00:00:00,612,2015-03-17 00:00:00,7
canceled,False,True,2014-11-10 00:00:00,150,2015-05-17 00:00:00,188
canceled,False,True,2014-11-10 00:00:00,179,2015-03-17 00:00:00,127
current,False,False,2014-11-10 00:00:00,595,,
canceled,False,True,2014-11-10 00:00:00,587,2015-01-14 00:00:00,65
canceled,False,True,2015-01-14 00:00:00,587,2015-04-17 00:00:00,93
current,False,False,2015-05-28 00:00:00,587,,
canceled,False,True,2014-11-10 00:00:00,439,2015-03-10 00:00:00,120
current,False,False,2015-03-10 00:00:00,439,,
current,False,False,2014-11-10 00:00:00,428,,
canceled,False,True,2014-11-10 00:00:00,18,2015-02-17 00:00:00,99
canceled,False,True,2014-11-10 00:00:00,544,2015-05-17 00:00:00,188
current,False,False,2014-11-10 00:00:00,10,,
canceled,False,True,2014-11-10 00:00:00,913,2015-01-14 00:00:00,65
canceled,False,True,2015-01-14 00:00:00,913,2015-02-17 00:00:00,34
current,False,False,2014-11-10 00:00:00,23,,
canceled,False,True,2014-11-10 00:00:00,576,2015-02-17 00:00:00,99
canceled,False,True,2014-11-10 00:00:00,431,2015-03-17 00:00:00,127
current,False,False,2014-11-10 00:00:00,223,,
canceled,False,True,2014-11-10 00:00:00,480,2015-03-10 00:00:00,120
canceled,False,True,2015-03-10 00:00:00,480,2015-04-01 00:00:00,22
current,False,False,2015-04-01 00:00:00,480,,
canceled,False,True,2014-11-10 00:00:00,525,2015-07-17 00:00:00,249
canceled,False,True,2014-11-11 00:00:00,1111,2015-03-10 00:00:00,119
canceled,False,True,2015-03-10 00:00:00,1111,2015-04-01 00:00:00,22
canceled,False,True,2015-04-01 00:00:00,1111,2015-04-18 00:00:00,17
canceled,False,True,2014-11-11 00:00:00,1107,2014-11-19 00:00:00,8
canceled,False,True,2014-11-12 00:00:00,577,2015-01-19 00:00:00,68
canceled,False,True,2015-02-05 00:00:00,577,2015-07-12 00:00:00,157
canceled,False,True,2014-11-12 00:00:00,92,2015-07-19 00:00:00,249
canceled,False,True,2014-11-12 00:00:00,335,2015-05-19 00:00:00,188
canceled,False,True,2014-11-12 00:00:00,275,2014-11-16 00:00:00,4
current,False,False,2014-11-16 00:00:00,275,,
canceled,False,True,2014-11-13 00:00:00,930,2014-11-17 00:00:00,4
current,False,False,2014-11-14 00:00:00,245,,
current,False,False,2014-11-14 00:00:00,135,,
current,False,False,2014-11-14 00:00:00,37,,
canceled,False,True,2014-11-14 00:00:00,740,2014-11-15 00:00:00,1
canceled,False,True,2014-11-11 00:00:00,740,2014-11-13 00:00:00,2
current,False,False,2014-11-14 00:00:00,186,,
current,False,False,2014-11-15 00:00:00,389,,
canceled,False,True,2014-11-14 00:00:00,389,2014-11-15 00:00:00,1
canceled,False,True,2014-11-15 00:00:00,1218,2014-11-15 00:00:00,0
canceled,False,True,2014-11-15 00:00:00,693,2015-01-14 00:00:00,60
canceled,False,True,2015-01-14 00:00:00,693,2015-01-23 00:00:00,9
canceled,False,True,2014-11-15 00:00:00,770,2014-11-19 00:00:00,4
canceled,False,True,2014-11-15 00:00:00,88,2015-03-10 00:00:00,115
current,False,False,2015-04-01 00:00:00,88,,
canceled,False,True,2015-03-10 00:00:00,88,2015-04-01 00:00:00,22
canceled,False,True,2014-11-16 00:00:00,845,2014-11-23 00:00:00,7
canceled,False,True,2014-11-16 00:00:00,983,2015-01-14 00:00:00,59
canceled,False,True,2015-01-14 00:00:00,983,2015-01-23 00:00:00,9
canceled,False,True,2014-11-17 00:00:00,1118,2014-12-24 00:00:00,37
canceled,False,True,2014-11-12 00:00:00,1118,2014-11-17 00:00:00,5
canceled,False,True,2014-11-17 00:00:00,499,2014-11-17 00:00:00,0
canceled,False,True,2015-02-06 00:00:00,499,2015-05-13 00:00:00,96
canceled,False,True,2014-12-03 00:00:00,590,2015-02-03 00:00:00,62
current,False,False,2015-05-11 00:00:00,590,,
canceled,False,True,2015-02-03 00:00:00,590,2015-03-10 00:00:00,35
canceled,False,True,2014-12-03 00:00:00,264,2015-02-03 00:00:00,62
canceled,False,True,2015-02-03 00:00:00,264,2015-02-25 00:00:00,22
current,False,False,2014-12-03 00:00:00,300,,
current,False,False,2014-12-03 00:00:00,54,,
canceled,False,True,2014-12-03 00:00:00,1043,2014-12-04 00:00:00,1
canceled,False,True,2014-12-03 00:00:00,1130,2015-01-25 00:00:00,53
canceled,False,True,2014-12-04 00:00:00,654,2014-12-04 00:00:00,0
canceled,False,True,2014-12-04 00:00:00,654,2014-12-04 00:00:00,0
canceled,False,True,2014-12-03 00:00:00,654,2014-12-03 00:00:00,0
canceled,False,True,2014-12-04 00:00:00,736,2015-03-11 00:00:00,97
canceled,False,True,2014-12-04 00:00:00,964,2014-12-04 00:00:00,0
canceled,False,True,2014-12-04 00:00:00,976,2015-01-11 00:00:00,38
canceled,False,True,2014-12-04 00:00:00,1203,2014-12-09 00:00:00,5
current,False,False,2014-12-04 00:00:00,278,,
current,False,False,2014-12-05 00:00:00,377,,
current,False,False,2014-12-05 00:00:00,342,,
current,False,False,2014-12-05 00:00:00,358,,
canceled,False,True,2014-12-06 00:00:00,316,2015-06-13 00:00:00,189
canceled,False,True,2014-12-07 00:00:00,347,2015-03-14 00:00:00,97
current,False,False,2015-04-05 00:00:00,347,,
canceled,False,True,2014-12-07 00:00:00,295,2014-12-07 00:00:00,0
current,False,False,2015-04-03 00:00:00,295,,
canceled,False,True,2014-12-07 00:00:00,343,2015-03-14 00:00:00,97
canceled,False,True,2014-12-07 00:00:00,1127,2014-12-08 00:00:00,1
canceled,False,True,2014-12-08 00:00:00,1076,2014-12-12 00:00:00,4
current,False,False,2014-12-08 00:00:00,502,,
canceled,False,True,2014-11-15 00:00:00,502,2014-11-21 00:00:00,6
canceled,False,True,2014-12-08 00:00:00,1223,2014-12-13 00:00:00,5
canceled,False,True,2014-12-03 00:00:00,221,2015-02-10 00:00:00,69
canceled,False,True,2014-12-03 00:00:00,631,2014-12-08 00:00:00,5
canceled,False,True,2015-05-08 00:00:00,631,2015-07-15 00:00:00,68
current,False,False,2014-12-04 00:00:00,495,,
canceled,False,True,2014-11-12 00:00:00,495,2014-11-17 00:00:00,5
canceled,False,True,2014-12-05 00:00:00,1009,2015-02-12 00:00:00,69
current,False,False,2014-12-05 00:00:00,364,,
canceled,False,True,2014-12-05 00:00:00,1252,2014-12-11 00:00:00,6
canceled,False,True,2014-12-05 00:00:00,909,2014-12-28 00:00:00,23
canceled,False,True,2014-12-06 00:00:00,1156,2014-12-08 00:00:00,2
canceled,False,True,2014-12-06 00:00:00,524,2015-02-03 00:00:00,59
current,False,False,2015-03-04 00:00:00,524,,
current,False,False,2014-12-06 00:00:00,560,,
current,False,False,2014-12-07 00:00:00,570,,
current,False,False,2014-12-07 00:00:00,581,,
canceled,False,True,2014-12-08 00:00:00,759,2015-02-03 00:00:00,57
canceled,False,True,2015-04-08 00:00:00,759,2015-04-15 00:00:00,7
canceled,False,True,2015-02-03 00:00:00,759,2015-04-08 00:00:00,64
canceled,False,True,2014-12-08 00:00:00,896,2015-02-03 00:00:00,57
canceled,False,True,2015-03-10 00:00:00,896,2015-04-08 00:00:00,29
canceled,False,True,2015-02-03 00:00:00,896,2015-03-10 00:00:00,35
current,False,False,2015-04-08 00:00:00,896,,
current,False,False,2014-12-08 00:00:00,346,,
canceled,False,True,2014-12-05 00:00:00,346,2014-12-05 00:00:00,0
canceled,False,True,2014-12-08 00:00:00,411,2015-02-03 00:00:00,57
canceled,False,True,2015-03-10 00:00:00,411,2015-04-08 00:00:00,29
canceled,False,True,2015-02-03 00:00:00,411,2015-03-10 00:00:00,35
canceled,False,True,2015-04-08 00:00:00,411,2015-06-15 00:00:00,68
canceled,False,True,2014-12-08 00:00:00,705,2014-12-14 00:00:00,6
canceled,False,True,2015-04-08 00:00:00,705,2015-04-28 00:00:00,20
canceled,False,True,2014-12-08 00:00:00,776,2015-02-03 00:00:00,57
canceled,False,True,2014-12-08 00:00:00,557,2015-02-03 00:00:00,57
current,False,False,2015-03-10 00:00:00,557,,
canceled,False,True,2015-02-03 00:00:00,557,2015-03-10 00:00:00,35
canceled,False,True,2014-12-09 00:00:00,1234,2014-12-14 00:00:00,5
canceled,False,True,2014-12-09 00:00:00,634,2015-06-16 00:00:00,189
canceled,False,True,2014-12-09 00:00:00,1124,2015-02-03 00:00:00,56
current,False,False,2015-04-08 00:00:00,1124,,
canceled,False,True,2015-02-03 00:00:00,1124,2015-04-08 00:00:00,64
canceled,False,True,2014-12-09 00:00:00,932,2015-01-16 00:00:00,38
canceled,False,True,2014-12-09 00:00:00,817,2014-12-09 00:00:00,0
canceled,False,True,2014-12-09 00:00:00,169,2014-12-14 00:00:00,5
canceled,False,True,2015-02-05 00:00:00,169,2015-08-12 00:00:00,188
current,False,False,2015-01-07 00:00:00,350,,
current,False,False,2015-01-07 00:00:00,345,,
canceled,False,True,2015-01-07 00:00:00,1171,2015-01-07 00:00:00,0
current,False,False,2015-01-07 00:00:00,530,,
current,False,False,2015-01-07 00:00:00,383,,
canceled,False,True,2015-01-07 00:00:00,1271,2015-01-13 00:00:00,6
canceled,False,True,2015-01-07 00:00:00,229,2015-06-14 00:00:00,158
canceled,False,True,2015-01-08 00:00:00,876,2015-01-11 00:00:00,3
canceled,False,True,2015-01-08 00:00:00,622,2015-06-15 00:00:00,158
canceled,False,True,2015-01-08 00:00:00,1065,2015-01-11 00:00:00,3
canceled,False,True,2015-01-08 00:00:00,884,2015-01-08 00:00:00,0
canceled,False,True,2015-01-08 00:00:00,730,2015-01-30 00:00:00,22
canceled,False,True,2015-01-08 00:00:00,905,2015-03-15 00:00:00,66
current,False,False,2015-01-09 00:00:00,356,,
canceled,False,True,2015-01-09 00:00:00,1164,2015-01-14 00:00:00,5
canceled,False,True,2015-01-09 00:00:00,170,2015-08-16 00:00:00,219
canceled,False,True,2015-01-10 00:00:00,467,2015-07-02 00:00:00,173
canceled,False,True,2015-01-11 00:00:00,780,2015-02-18 00:00:00,38
canceled,False,True,2015-01-11 00:00:00,418,2015-07-18 00:00:00,188
canceled,False,True,2015-01-11 00:00:00,1074,2015-03-10 00:00:00,58
canceled,False,True,2015-03-10 00:00:00,1074,2015-04-18 00:00:00,39
canceled,False,True,2015-01-11 00:00:00,859,2015-02-18 00:00:00,38
canceled,False,True,2014-11-15 00:00:00,859,2014-11-22 00:00:00,7
canceled,False,True,2014-11-10 00:00:00,91,2015-03-10 00:00:00,120
current,False,False,2015-03-10 00:00:00,91,,
current,False,False,2014-11-10 00:00:00,12,,
canceled,False,True,2014-11-10 00:00:00,3,2015-03-10 00:00:00,120
current,False,False,2015-03-10 00:00:00,3,,
canceled,False,True,2014-11-10 00:00:00,157,2015-03-10 00:00:00,120
canceled,False,True,2015-03-10 00:00:00,157,2015-07-17 00:00:00,129
current,False,False,2014-11-10 00:00:00,224,,
current,False,False,2014-11-10 00:00:00,562,,
current,False,False,2014-11-10 00:00:00,1098,,
canceled,False,True,2014-11-10 00:00:00,378,2015-03-10 00:00:00,120
canceled,False,True,2015-03-10 00:00:00,378,2015-04-17 00:00:00,38
canceled,False,True,2014-11-10 00:00:00,1214,2015-01-15 00:00:00,66
canceled,False,True,2014-11-10 00:00:00,483,2015-04-20 00:00:00,161
canceled,False,True,2014-11-10 00:00:00,1094,2014-12-17 00:00:00,37
canceled,False,True,2014-11-10 00:00:00,882,2014-12-17 00:00:00,37
canceled,False,True,2014-11-10 00:00:00,412,2015-03-10 00:00:00,120
current,False,False,2015-04-01 00:00:00,412,,
canceled,False,True,2015-03-10 00:00:00,412,2015-04-01 00:00:00,22
current,False,False,2014-11-10 00:00:00,390,,
canceled,False,True,2014-11-10 00:00:00,366,2015-03-10 00:00:00,120
canceled,False,True,2015-04-01 00:00:00,366,2015-04-17 00:00:00,16
canceled,False,True,2015-03-10 00:00:00,366,2015-04-01 00:00:00,22
current,False,False,2014-11-10 00:00:00,81,,
canceled,False,True,2014-11-10 00:00:00,696,2015-01-14 00:00:00,65
canceled,False,True,2015-01-14 00:00:00,696,2015-01-20 00:00:00,6
canceled,False,True,2014-11-10 00:00:00,892,2014-11-12 00:00:00,2
canceled,False,True,2014-11-10 00:00:00,1142,2015-01-14 00:00:00,65
canceled,False,True,2015-03-10 00:00:00,1142,2015-07-17 00:00:00,129
canceled,False,True,2015-01-14 00:00:00,1142,2015-03-10 00:00:00,55
current,False,False,2014-11-11 00:00:00,234,,
canceled,False,True,2014-11-11 00:00:00,148,2015-03-10 00:00:00,119
canceled,False,True,2015-04-01 00:00:00,148,2015-04-18 00:00:00,17
canceled,False,True,2015-03-10 00:00:00,148,2015-04-01 00:00:00,22
canceled,False,True,2014-11-11 00:00:00,630,2015-03-18 00:00:00,127
canceled,False,True,2014-11-11 00:00:00,1083,2014-11-12 00:00:00,1
canceled,False,True,2014-11-11 00:00:00,1011,2014-11-12 00:00:00,1
canceled,False,True,2015-04-08 00:00:00,1011,2015-05-15 00:00:00,37
canceled,False,True,2014-11-12 00:00:00,1114,2014-11-18 00:00:00,6
canceled,False,True,2014-11-12 00:00:00,161,2015-05-19 00:00:00,188
canceled,False,True,2014-11-12 00:00:00,441,2015-06-19 00:00:00,219
canceled,False,True,2014-11-13 00:00:00,712,2015-03-20 00:00:00,127
current,False,False,2014-11-14 00:00:00,273,,
canceled,False,True,2014-11-14 00:00:00,76,2014-11-15 00:00:00,1
current,False,False,2015-01-15 00:00:00,76,,
canceled,False,True,2014-11-15 00:00:00,76,2015-01-15 00:00:00,61
canceled,False,True,2014-11-14 00:00:00,938,2015-01-16 00:00:00,63
current,False,False,2014-11-14 00:00:00,131,,
current,False,False,2014-11-14 00:00:00,231,,
canceled,False,True,2014-11-14 00:00:00,1085,2014-11-18 00:00:00,4
current,False,False,2014-11-14 00:00:00,327,,
canceled,False,True,2014-11-15 00:00:00,829,2014-12-22 00:00:00,37
canceled,False,True,2014-11-14 00:00:00,829,2014-11-15 00:00:00,1
canceled,False,True,2014-11-15 00:00:00,203,2014-11-21 00:00:00,6
canceled,False,True,2015-05-12 00:00:00,203,2015-07-19 00:00:00,68
current,False,False,2014-11-15 00:00:00,277,,
current,False,False,2014-11-15 00:00:00,280,,
current,False,False,2014-11-16 00:00:00,308,,
canceled,False,True,2014-11-17 00:00:00,1239,2014-11-19 00:00:00,2
canceled,False,True,2014-11-17 00:00:00,1230,2014-11-19 00:00:00,2
canceled,False,True,2014-11-17 00:00:00,875,2014-11-17 00:00:00,0
current,False,False,2014-12-03 00:00:00,202,,
canceled,False,True,2014-12-03 00:00:00,563,2015-07-10 00:00:00,219
canceled,False,True,2014-12-03 00:00:00,1167,2015-01-10 00:00:00,38
canceled,False,True,2014-12-03 00:00:00,643,2015-02-03 00:00:00,62
canceled,False,True,2015-03-10 00:00:00,643,2015-04-08 00:00:00,29
current,False,False,2015-04-18 00:00:00,643,,
canceled,False,True,2015-04-08 00:00:00,643,2015-04-18 00:00:00,10
canceled,False,True,2015-02-03 00:00:00,643,2015-03-10 00:00:00,35
canceled,False,True,2014-12-03 00:00:00,110,2015-05-10 00:00:00,158
current,False,False,2014-12-04 00:00:00,244,,
canceled,False,True,2014-12-04 00:00:00,1289,2015-02-03 00:00:00,61
canceled,False,True,2014-12-04 00:00:00,1120,2014-12-04 00:00:00,0
canceled,False,True,2014-12-05 00:00:00,500,2015-02-03 00:00:00,60
canceled,False,True,2014-11-12 00:00:00,500,2014-11-17 00:00:00,5
current,False,False,2015-02-03 00:00:00,500,,
canceled,False,True,2014-12-05 00:00:00,728,2014-12-05 00:00:00,0
current,False,False,2014-12-05 00:00:00,209,,
current,False,False,2014-12-05 00:00:00,292,,
current,False,False,2014-12-05 00:00:00,546,,
canceled,False,True,2014-12-05 00:00:00,1160,2015-01-12 00:00:00,38
canceled,False,True,2014-12-06 00:00:00,64,2015-04-13 00:00:00,128
canceled,False,True,2014-12-06 00:00:00,637,2014-12-10 00:00:00,4
canceled,False,True,2015-03-10 00:00:00,637,2015-04-14 00:00:00,35
canceled,False,True,2015-05-06 00:00:00,637,2015-08-13 00:00:00,99
canceled,False,True,2015-01-07 00:00:00,637,2015-03-10 00:00:00,62
canceled,False,True,2014-12-07 00:00:00,52,2015-03-14 00:00:00,97
canceled,False,True,2014-12-07 00:00:00,747,2014-12-13 00:00:00,6
current,False,False,2015-04-02 00:00:00,747,,
current,False,False,2014-12-07 00:00:00,450,,
canceled,False,True,2014-12-07 00:00:00,111,2015-03-01 00:00:00,84
canceled,False,True,2014-12-08 00:00:00,583,2015-05-15 00:00:00,158
current,False,False,2014-12-08 00:00:00,461,,
canceled,False,True,2014-12-08 00:00:00,1199,2015-01-15 00:00:00,38
canceled,False,True,2014-12-09 00:00:00,743,2015-01-16 00:00:00,38
canceled,False,True,2014-12-09 00:00:00,474,2015-03-16 00:00:00,97
canceled,False,True,2014-12-09 00:00:00,960,2014-12-15 00:00:00,6
canceled,False,True,2014-12-09 00:00:00,667,2015-01-16 00:00:00,38
canceled,False,True,2014-12-09 00:00:00,1095,2014-12-13 00:00:00,4
canceled,False,True,2015-06-06 00:00:00,1095,2015-08-13 00:00:00,68
canceled,False,True,2014-12-09 00:00:00,79,2015-07-16 00:00:00,219
canceled,False,True,2015-01-07 00:00:00,691,2015-01-10 00:00:00,3
current,False,False,2015-01-07 00:00:00,66,,
canceled,False,True,2015-01-07 00:00:00,197,2015-06-14 00:00:00,158
